,Province_State,Confirmed,Date,Day,New_Cases,image_url,color,Type,confirmed_regular_notation
65,New York,343051.0,2020-05-14,65,2390.0,,after,actual,343051.0
66,New York,345813.0,2020-05-15,66,2762.0,,after,actual,345813.0
67,New York,348232.0,2020-05-16,67,2419.0,,after,actual,348232.0
68,New York,350121.0,2020-05-17,68,1889.0,,after,actual,350121.0
69,New York,351371.0,2020-05-18,69,1250.0,,after,actual,351371.0
70,New York,352845.0,2020-05-19,70,1474.0,,after,actual,352845.0
71,New York,354370.0,2020-05-20,71,1525.0,,after,actual,354370.0
72,New York,356458.0,2020-05-21,72,2088.0,,after,actual,356458.0
73,New York,358154.0,2020-05-22,73,1696.0,,after,actual,358154.0
74,New York,359926.0,2020-05-23,74,1772.0,,after,actual,359926.0
75,New York,361515.0,2020-05-24,75,1589.0,,after,actual,361515.0
76,New York,362764.0,2020-05-25,76,1249.0,,after,actual,362764.0
77,New York,363836.0,2020-05-26,77,1072.0,,after,actual,363836.0
78,New York,364965.0,2020-05-27,78,1129.0,,after,actual,364965.0
79,New York,366733.0,2020-05-28,79,1768.0,,after,actual,366733.0
80,New York,368284.0,2020-05-29,80,1551.0,,after,actual,368284.0
81,New York,369660.0,2020-05-30,81,1376.0,,after,actual,369660.0
82,New York,173.0,2020-03-10,0,0.0,,before,less_steep_1,173.0
83,New York,220.0,2020-03-11,1,47.0,,before,less_steep_1,220.0
84,New York,328.0,2020-03-12,2,108.0,,before,less_steep_1,328.0
85,New York,421.0,2020-03-13,3,93.0,,before,less_steep_1,421.0
86,New York,525.0,2020-03-14,4,104.0,,before,less_steep_1,525.0
87,New York,732.0,2020-03-15,5,207.0,,before,less_steep_1,732.0
88,New York,967.0,2020-03-16,6,235.0,,before,less_steep_1,967.0
89,New York,1706.0,2020-03-17,7,739.0,,before,less_steep_1,1706.0
90,New York,2495.0,2020-03-18,8,789.0,,before,less_steep_1,2495.0
91,New York,5365.0,2020-03-19,9,2870.0,,before,less_steep_1,5365.0
92,New York,8310.0,2020-03-20,10,2945.0,,before,less_steep_1,8310.0
93,New York,11710.0,2020-03-21,11,3400.0,,before,less_steep_1,11710.0
94,New York,15617.57073583646,2020-03-22,12,4090.0,https://raw.githubusercontent.com/Murtz5253/covid19-vis/master/images/x-shelter.png,before,less_steep_1,15618.0
95,New York,18009.832656709295,2020-03-23,13,5084.0,,after,less_steep_1,18010.0
96,New York,18252.53403468626,2020-03-24,14,4797.0,,after,less_steep_1,18253.0
97,New York,19717.011794302212,2020-03-25,15,5160.0,,after,less_steep_1,19717.0
98,New York,22189.09493108393,2020-03-26,16,7036.0,,after,less_steep_1,22189.0
99,New York,23219.1545405643,2020-03-27,17,6999.0,,after,less_steep_1,23219.0
100,New York,25251.145749592986,2020-03-28,18,7534.0,,after,less_steep_1,25251.0
101,New York,25837.559604212634,2020-03-29,19,7238.0,,after,less_steep_1,25838.0
102,New York,28537.508050381028,2020-03-30,20,7015.0,,after,less_steep_1,28538.0
103,New York,29846.59882202736,2020-03-31,21,9170.0,,after,less_steep_1,29847.0
104,New York,31150.646421560523,2020-04-01,22,8115.0,,after,less_steep_1,31151.0
105,New York,32508.57306878095,2020-04-02,23,8558.0,,after,less_steep_1,32509.0
106,New York,33048.85327487716,2020-04-03,24,10481.0,,after,less_steep_1,33049.0
107,New York,35299.00943623445,2020-04-04,25,10846.0,,after,less_steep_1,35299.0
108,New York,37348.85512272421,2020-04-05,26,9327.0,,after,less_steep_1,37349.0
109,New York,37961.29262383082,2020-04-06,27,8655.0,,after,less_steep_1,37961.0
110,New York,39430.13728623268,2020-04-07,28,8060.0,,after,less_steep_1,39430.0
111,New York,40842.32245255456,2020-04-08,29,11186.0,,after,less_steep_1,40842.0
112,New York,43219.23907070857,2020-04-09,30,10718.0,,after,less_steep_1,43219.0
113,New York,44674.98121134374,2020-04-10,31,10569.0,,after,less_steep_1,44675.0
114,New York,46348.96719655155,2020-04-11,32,8678.0,,after,less_steep_1,46349.0
115,New York,47973.153165437216,2020-04-12,33,8007.0,,after,less_steep_1,47973.0
116,New York,48466.78185641958,2020-04-13,34,6716.0,,after,less_steep_1,48467.0
117,New York,50726.89853248429,2020-04-14,35,7271.0,,after,less_steep_1,50727.0
118,New York,53177.22290808683,2020-04-15,36,11434.0,,after,less_steep_1,53177.0
119,New York,53315.012462089944,2020-04-16,37,9237.0,,after,less_steep_1,53315.0
120,New York,55712.85441371921,2020-04-17,38,6906.0,,after,less_steep_1,55713.0
121,New York,56969.2939993283,2020-04-18,39,11115.0,,after,less_steep_1,56969.0
122,New York,58478.71274103678,2020-04-19,40,6103.0,,after,less_steep_1,58479.0
123,New York,59418.923166522545,2020-04-20,41,5245.0,,after,less_steep_1,59419.0
124,New York,61235.45197486503,2020-04-21,42,5301.0,,after,less_steep_1,61235.0
125,New York,62463.406934393606,2020-04-22,43,4931.0,,after,less_steep_1,62463.0
126,New York,64684.777979173195,2020-04-23,44,168.0,,after,less_steep_1,64685.0
127,New York,66193.59923577635,2020-04-24,45,8130.0,,after,less_steep_1,66194.0
128,New York,67338.02128167219,2020-04-25,46,10553.0,,after,less_steep_1,67338.0
129,New York,68711.66447468332,2020-04-26,47,5902.0,,after,less_steep_1,68712.0
130,New York,70757.40682287683,2020-04-27,48,3951.0,,after,less_steep_1,70757.0
131,New York,72344.21287123873,2020-04-28,49,3110.0,,after,less_steep_1,72344.0
132,New York,73580.76866659707,2020-04-29,50,4585.0,,after,less_steep_1,73581.0
133,New York,74962.11929327156,2020-04-30,51,4681.0,,after,less_steep_1,74962.0
134,New York,76731.21817913455,2020-05-01,52,3942.0,,after,less_steep_1,76731.0
135,New York,78419.79070706431,2020-05-02,53,4663.0,,after,less_steep_1,78420.0
136,New York,79637.00068052099,2020-05-03,54,3438.0,,after,less_steep_1,79637.0
137,New York,81618.85893771064,2020-05-04,55,2538.0,,after,less_steep_1,81619.0
138,New York,83359.03859336453,2020-05-05,56,2239.0,,after,less_steep_1,83359.0
139,New York,83863.33053637386,2020-05-06,57,2786.0,,after,less_steep_1,83863.0
140,New York,85628.44927589958,2020-05-07,58,3491.0,,after,less_steep_1,85628.0
141,New York,87225.63860525932,2020-05-08,59,2938.0,,after,less_steep_1,87226.0
142,New York,88201.80347833093,2020-05-09,60,2715.0,,after,less_steep_1,88202.0
143,New York,90282.8165453414,2020-05-10,61,2273.0,,after,less_steep_1,90283.0
144,New York,93070.64595933876,2020-05-11,62,1660.0,,after,less_steep_1,93071.0
145,New York,93245.88933580006,2020-05-12,63,1430.0,,after,less_steep_1,93246.0
146,New York,94980.96934177318,2020-05-13,64,2176.0,,after,less_steep_1,94981.0
147,New York,96420.16769833083,2020-05-14,65,2390.0,,after,less_steep_1,96420.0
148,New York,97616.54833830649,2020-05-15,66,2762.0,,after,less_steep_1,97617.0
149,New York,99855.04650891303,2020-05-16,67,2419.0,,after,less_steep_1,99855.0
150,New York,101931.05901990442,2020-05-17,68,1889.0,,after,less_steep_1,101931.0
151,New York,102658.68285596945,2020-05-18,69,1250.0,,after,less_steep_1,102659.0
152,New York,104619.76387274406,2020-05-19,70,1474.0,,after,less_steep_1,104620.0
153,New York,105485.49719382275,2020-05-20,71,1525.0,,after,less_steep_1,105485.0
154,New York,107987.75725378533,2020-05-21,72,2088.0,,after,less_steep_1,107988.0
155,New York,109102.31059657347,2020-05-22,73,1696.0,,after,less_steep_1,109102.0
156,New York,110235.13406877464,2020-05-23,74,1772.0,,after,less_steep_1,110235.0
157,New York,111146.81009127139,2020-05-24,75,1589.0,,after,less_steep_1,111147.0
158,New York,114004.24657564849,2020-05-25,76,1249.0,,after,less_steep_1,114004.0
159,New York,114133.7537464969,2020-05-26,77,1072.0,,after,less_steep_1,114134.0
160,New York,116452.56974140846,2020-05-27,78,1129.0,,after,less_steep_1,116453.0
161,New York,118430.31795997453,2020-05-28,79,1768.0,,after,less_steep_1,118430.0
162,New York,118624.15936196077,2020-05-29,80,1551.0,,after,less_steep_1,118624.0
163,New York,121431.97634209234,2020-05-30,81,1376.0,,after,less_steep_1,121432.0
164,New York,173.0,2020-03-10,0,0.0,,before,less_steep_2,173.0
165,New York,220.0,2020-03-11,1,47.0,,before,less_steep_2,220.0
166,New York,328.0,2020-03-12,2,108.0,,before,less_steep_2,328.0
167,New York,421.0,2020-03-13,3,93.0,,before,less_steep_2,421.0
168,New York,525.0,2020-03-14,4,104.0,,before,less_steep_2,525.0
169,New York,732.0,2020-03-15,5,207.0,,before,less_steep_2,732.0
170,New York,967.0,2020-03-16,6,235.0,,before,less_steep_2,967.0
171,New York,1706.0,2020-03-17,7,739.0,,before,less_steep_2,1706.0
172,New York,2495.0,2020-03-18,8,789.0,,before,less_steep_2,2495.0
173,New York,5365.0,2020-03-19,9,2870.0,,before,less_steep_2,5365.0
174,New York,8310.0,2020-03-20,10,2945.0,,before,less_steep_2,8310.0
175,New York,11710.0,2020-03-21,11,3400.0,,before,less_steep_2,11710.0
176,New York,15794.253807983154,2020-03-22,12,4090.0,https://raw.githubusercontent.com/Murtz5253/covid19-vis/master/images/x-shelter.png,before,less_steep_2,15794.0
177,New York,18648.106907677033,2020-03-23,13,5084.0,,after,less_steep_2,18648.0
178,New York,21195.05775973209,2020-03-24,14,4797.0,,after,less_steep_2,21195.0
179,New York,23822.591611585343,2020-03-25,15,5160.0,,after,less_steep_2,23823.0
180,New York,25271.791473106634,2020-03-26,16,7036.0,,after,less_steep_2,25272.0
181,New York,29009.91197952927,2020-03-27,17,6999.0,,after,less_steep_2,29010.0
182,New York,31572.548916621286,2020-03-28,18,7534.0,,after,less_steep_2,31573.0
183,New York,32830.85860667832,2020-03-29,19,7238.0,,after,less_steep_2,32831.0
184,New York,36006.730983900205,2020-03-30,20,7015.0,,after,less_steep_2,36007.0
185,New York,38956.35709288145,2020-03-31,21,9170.0,,after,less_steep_2,38956.0
186,New York,40888.50196343027,2020-04-01,22,8115.0,,after,less_steep_2,40889.0
187,New York,43899.909887570524,2020-04-02,23,8558.0,,after,less_steep_2,43900.0
188,New York,46656.53231624903,2020-04-03,24,10481.0,,after,less_steep_2,46657.0
189,New York,48211.88732447872,2020-04-04,25,10846.0,,after,less_steep_2,48212.0
190,New York,51239.77571509763,2020-04-05,26,9327.0,,after,less_steep_2,51240.0
191,New York,54452.60386874284,2020-04-06,27,8655.0,,after,less_steep_2,54453.0
192,New York,56971.44194846295,2020-04-07,28,8060.0,,after,less_steep_2,56971.0
193,New York,58428.846232831216,2020-04-08,29,11186.0,,after,less_steep_2,58429.0
194,New York,61261.36680406293,2020-04-09,30,10718.0,,after,less_steep_2,61261.0
195,New York,64577.11276442198,2020-04-10,31,10569.0,,after,less_steep_2,64577.0
196,New York,66248.72391328137,2020-04-11,32,8678.0,,after,less_steep_2,66249.0
197,New York,68548.7371738115,2020-04-12,33,8007.0,,after,less_steep_2,68549.0
198,New York,71772.3043149722,2020-04-13,34,6716.0,,after,less_steep_2,71772.0
199,New York,74014.58526517726,2020-04-14,35,7271.0,,after,less_steep_2,74015.0
200,New York,76637.69615018326,2020-04-15,36,11434.0,,after,less_steep_2,76638.0
201,New York,78924.1396013462,2020-04-16,37,9237.0,,after,less_steep_2,78924.0
202,New York,83182.88127858713,2020-04-17,38,6906.0,,after,less_steep_2,83183.0
203,New York,84371.82794820056,2020-04-18,39,11115.0,,after,less_steep_2,84372.0
204,New York,87274.8734779992,2020-04-19,40,6103.0,,after,less_steep_2,87275.0
205,New York,89225.70545639985,2020-04-20,41,5245.0,,after,less_steep_2,89226.0
206,New York,92645.93016622007,2020-04-21,42,5301.0,,after,less_steep_2,92646.0
207,New York,94751.4371157661,2020-04-22,43,4931.0,,after,less_steep_2,94751.0
208,New York,96776.79692095093,2020-04-23,44,168.0,,after,less_steep_2,96777.0
209,New York,99721.55979366449,2020-04-24,45,8130.0,,after,less_steep_2,99722.0
210,New York,102356.37836203918,2020-04-25,46,10553.0,,after,less_steep_2,102356.0
211,New York,104461.81370653081,2020-04-26,47,5902.0,,after,less_steep_2,104462.0
212,New York,107023.92693399174,2020-04-27,48,3951.0,,after,less_steep_2,107024.0
213,New York,110266.68021704204,2020-04-28,49,3110.0,,after,less_steep_2,110267.0
214,New York,112627.64518607923,2020-04-29,50,4585.0,,after,less_steep_2,112628.0
215,New York,114172.50090515273,2020-04-30,51,4681.0,,after,less_steep_2,114173.0
216,New York,118079.70036863037,2020-05-01,52,3942.0,,after,less_steep_2,118080.0
217,New York,120113.1979824114,2020-05-02,53,4663.0,,after,less_steep_2,120113.0
218,New York,122083.13614057565,2020-05-03,54,3438.0,,after,less_steep_2,122083.0
219,New York,124600.7925674616,2020-05-04,55,2538.0,,after,less_steep_2,124601.0
220,New York,127791.99897752778,2020-05-05,56,2239.0,,after,less_steep_2,127792.0
221,New York,130178.22134073805,2020-05-06,57,2786.0,,after,less_steep_2,130178.0
222,New York,133439.6279275894,2020-05-07,58,3491.0,,after,less_steep_2,133440.0
223,New York,135410.44539365557,2020-05-08,59,2938.0,,after,less_steep_2,135410.0
224,New York,137545.31142941004,2020-05-09,60,2715.0,,after,less_steep_2,137545.0
225,New York,140728.2129971012,2020-05-10,61,2273.0,,after,less_steep_2,140728.0
226,New York,141867.53834509634,2020-05-11,62,1660.0,,after,less_steep_2,141868.0
227,New York,145018.47993894343,2020-05-12,63,1430.0,,after,less_steep_2,145018.0
228,New York,148190.2859966097,2020-05-13,64,2176.0,,after,less_steep_2,148190.0
229,New York,149860.89606903022,2020-05-14,65,2390.0,,after,less_steep_2,149861.0
230,New York,152214.82396673888,2020-05-15,66,2762.0,,after,less_steep_2,152215.0
231,New York,155415.61211194203,2020-05-16,67,2419.0,,after,less_steep_2,155416.0
232,New York,158115.44467800928,2020-05-17,68,1889.0,,after,less_steep_2,158115.0
233,New York,161196.55065612952,2020-05-18,69,1250.0,,after,less_steep_2,161197.0
234,New York,163198.365093224,2020-05-19,70,1474.0,,after,less_steep_2,163198.0
235,New York,166134.35934042704,2020-05-20,71,1525.0,,after,less_steep_2,166134.0
236,New York,168808.6476935442,2020-05-21,72,2088.0,,after,less_steep_2,168809.0
237,New York,170806.0060738169,2020-05-22,73,1696.0,,after,less_steep_2,170806.0
238,New York,173223.80832465383,2020-05-23,74,1772.0,,after,less_steep_2,173224.0
239,New York,175707.83703709993,2020-05-24,75,1589.0,,after,less_steep_2,175708.0
240,New York,179292.9853461369,2020-05-25,76,1249.0,,after,less_steep_2,179293.0
241,New York,180990.09770411582,2020-05-26,77,1072.0,,after,less_steep_2,180990.0
242,New York,184250.22139733887,2020-05-27,78,1129.0,,after,less_steep_2,184250.0
243,New York,186371.398022351,2020-05-28,79,1768.0,,after,less_steep_2,186371.0
244,New York,188113.07334356775,2020-05-29,80,1551.0,,after,less_steep_2,188113.0
245,New York,190813.65715500104,2020-05-30,81,1376.0,,after,less_steep_2,190814.0
246,New York,173.0,2020-03-10,0,0.0,,before,less_steep_3,173.0
247,New York,220.0,2020-03-11,1,47.0,,before,less_steep_3,220.0
248,New York,328.0,2020-03-12,2,108.0,,before,less_steep_3,328.0
249,New York,421.0,2020-03-13,3,93.0,,before,less_steep_3,421.0
250,New York,525.0,2020-03-14,4,104.0,,before,less_steep_3,525.0
251,New York,732.0,2020-03-15,5,207.0,,before,less_steep_3,732.0
252,New York,967.0,2020-03-16,6,235.0,,before,less_steep_3,967.0
253,New York,1706.0,2020-03-17,7,739.0,,before,less_steep_3,1706.0
254,New York,2495.0,2020-03-18,8,789.0,,before,less_steep_3,2495.0
255,New York,5365.0,2020-03-19,9,2870.0,,before,less_steep_3,5365.0
256,New York,8310.0,2020-03-20,10,2945.0,,before,less_steep_3,8310.0
257,New York,11710.0,2020-03-21,11,3400.0,,before,less_steep_3,11710.0
258,New York,16429.823003617563,2020-03-22,12,4090.0,https://raw.githubusercontent.com/Murtz5253/covid19-vis/master/images/x-shelter.png,before,less_steep_3,16430.0
259,New York,18504.04502903386,2020-03-23,13,5084.0,,after,less_steep_3,18504.0
260,New York,21527.180209863414,2020-03-24,14,4797.0,,after,less_steep_3,21527.0
261,New York,24034.669534772784,2020-03-25,15,5160.0,,after,less_steep_3,24035.0
262,New York,28325.680765158046,2020-03-26,16,7036.0,,after,less_steep_3,28326.0
263,New York,31688.207854604072,2020-03-27,17,6999.0,,after,less_steep_3,31688.0
264,New York,33944.57129867361,2020-03-28,18,7534.0,,after,less_steep_3,33945.0
265,New York,36236.72864784497,2020-03-29,19,7238.0,,after,less_steep_3,36237.0
266,New York,40623.41641647175,2020-03-30,20,7015.0,,after,less_steep_3,40623.0
267,New York,43906.59086175685,2020-03-31,21,9170.0,,after,less_steep_3,43907.0
268,New York,46622.10399615161,2020-04-01,22,8115.0,,after,less_steep_3,46622.0
269,New York,49143.943421623786,2020-04-02,23,8558.0,,after,less_steep_3,49144.0
270,New York,51978.175353493025,2020-04-03,24,10481.0,,after,less_steep_3,51978.0
271,New York,55353.64257310874,2020-04-04,25,10846.0,,after,less_steep_3,55354.0
272,New York,57704.2546665912,2020-04-05,26,9327.0,,after,less_steep_3,57704.0
273,New York,61162.90001907686,2020-04-06,27,8655.0,,after,less_steep_3,61163.0
274,New York,64793.820411394954,2020-04-07,28,8060.0,,after,less_steep_3,64794.0
275,New York,68996.41711536305,2020-04-08,29,11186.0,,after,less_steep_3,68996.0
276,New York,70843.21939523664,2020-04-09,30,10718.0,,after,less_steep_3,70843.0
277,New York,73617.774241742,2020-04-10,31,10569.0,,after,less_steep_3,73618.0
278,New York,76773.42004644702,2020-04-11,32,8678.0,,after,less_steep_3,76773.0
279,New York,79687.62423230287,2020-04-12,33,8007.0,,after,less_steep_3,79688.0
280,New York,83322.15277004371,2020-04-13,34,6716.0,,after,less_steep_3,83322.0
281,New York,86312.2658401736,2020-04-14,35,7271.0,,after,less_steep_3,86312.0
282,New York,89401.04740860568,2020-04-15,36,11434.0,,after,less_steep_3,89401.0
283,New York,92760.88759237624,2020-04-16,37,9237.0,,after,less_steep_3,92761.0
284,New York,94731.23340033731,2020-04-17,38,6906.0,,after,less_steep_3,94731.0
285,New York,98222.72173902557,2020-04-18,39,11115.0,,after,less_steep_3,98223.0
286,New York,100636.51803564659,2020-04-19,40,6103.0,,after,less_steep_3,100637.0
287,New York,103845.9388141551,2020-04-20,41,5245.0,,after,less_steep_3,103846.0
288,New York,107263.75782484148,2020-04-21,42,5301.0,,after,less_steep_3,107264.0
289,New York,110312.59819227591,2020-04-22,43,4931.0,,after,less_steep_3,110313.0
290,New York,112767.42946603394,2020-04-23,44,168.0,,after,less_steep_3,112767.0
291,New York,116171.32413352809,2020-04-24,45,8130.0,,after,less_steep_3,116171.0
292,New York,119694.8531025583,2020-04-25,46,10553.0,,after,less_steep_3,119695.0
293,New York,121599.6398601998,2020-04-26,47,5902.0,,after,less_steep_3,121600.0
294,New York,126728.30484209709,2020-04-27,48,3951.0,,after,less_steep_3,126728.0
295,New York,128745.96695832151,2020-04-28,49,3110.0,,after,less_steep_3,128746.0
296,New York,131207.40420750313,2020-04-29,50,4585.0,,after,less_steep_3,131207.0
297,New York,134263.191997532,2020-04-30,51,4681.0,,after,less_steep_3,134263.0
298,New York,137736.3668764044,2020-05-01,52,3942.0,,after,less_steep_3,137736.0
299,New York,140405.6675945379,2020-05-02,53,4663.0,,after,less_steep_3,140406.0
300,New York,144851.0671310127,2020-05-03,54,3438.0,,after,less_steep_3,144851.0
301,New York,146895.46199660268,2020-05-04,55,2538.0,,after,less_steep_3,146895.0
302,New York,150215.0306895714,2020-05-05,56,2239.0,,after,less_steep_3,150215.0
303,New York,152973.06885514944,2020-05-06,57,2786.0,,after,less_steep_3,152973.0
304,New York,155503.28749777333,2020-05-07,58,3491.0,,after,less_steep_3,155503.0
305,New York,159033.20079760966,2020-05-08,59,2938.0,,after,less_steep_3,159033.0
306,New York,161896.41422671062,2020-05-09,60,2715.0,,after,less_steep_3,161896.0
307,New York,165137.68832095308,2020-05-10,61,2273.0,,after,less_steep_3,165138.0
308,New York,168354.8010536021,2020-05-11,62,1660.0,,after,less_steep_3,168355.0
309,New York,171927.52601340335,2020-05-12,63,1430.0,,after,less_steep_3,171928.0
310,New York,174727.3144351611,2020-05-13,64,2176.0,,after,less_steep_3,174727.0
311,New York,177548.64323010767,2020-05-14,65,2390.0,,after,less_steep_3,177549.0
312,New York,181153.2217059035,2020-05-15,66,2762.0,,after,less_steep_3,181153.0
313,New York,183976.30256402405,2020-05-16,67,2419.0,,after,less_steep_3,183976.0
314,New York,186674.0378468978,2020-05-17,68,1889.0,,after,less_steep_3,186674.0
315,New York,189484.749887589,2020-05-18,69,1250.0,,after,less_steep_3,189485.0
316,New York,192906.81980872192,2020-05-19,70,1474.0,,after,less_steep_3,192907.0
317,New York,196263.84508879678,2020-05-20,71,1525.0,,after,less_steep_3,196264.0
318,New York,198464.68844471592,2020-05-21,72,2088.0,,after,less_steep_3,198465.0
319,New York,201977.284675594,2020-05-22,73,1696.0,,after,less_steep_3,201977.0
320,New York,205217.08361233858,2020-05-23,74,1772.0,,after,less_steep_3,205217.0
321,New York,207586.79387935443,2020-05-24,75,1589.0,,after,less_steep_3,207587.0
322,New York,210572.6711572331,2020-05-25,76,1249.0,,after,less_steep_3,210573.0
323,New York,214615.84611750537,2020-05-26,77,1072.0,,after,less_steep_3,214616.0
324,New York,217312.55326619968,2020-05-27,78,1129.0,,after,less_steep_3,217313.0
325,New York,220286.99879747926,2020-05-28,79,1768.0,,after,less_steep_3,220287.0
326,New York,224203.2952393138,2020-05-29,80,1551.0,,after,less_steep_3,224203.0
327,New York,225678.31487166203,2020-05-30,81,1376.0,,after,less_steep_3,225678.0
328,New York,173.0,2020-03-10,0,0.0,,before,less_steep_4,173.0
329,New York,220.0,2020-03-11,1,47.0,,before,less_steep_4,220.0
330,New York,328.0,2020-03-12,2,108.0,,before,less_steep_4,328.0
331,New York,421.0,2020-03-13,3,93.0,,before,less_steep_4,421.0
332,New York,525.0,2020-03-14,4,104.0,,before,less_steep_4,525.0
333,New York,732.0,2020-03-15,5,207.0,,before,less_steep_4,732.0
334,New York,967.0,2020-03-16,6,235.0,,before,less_steep_4,967.0
335,New York,1706.0,2020-03-17,7,739.0,,before,less_steep_4,1706.0
336,New York,2495.0,2020-03-18,8,789.0,,before,less_steep_4,2495.0
337,New York,5365.0,2020-03-19,9,2870.0,,before,less_steep_4,5365.0
338,New York,8310.0,2020-03-20,10,2945.0,,before,less_steep_4,8310.0
339,New York,11710.0,2020-03-21,11,3400.0,,before,less_steep_4,11710.0
340,New York,16498.863473075762,2020-03-22,12,4090.0,https://raw.githubusercontent.com/Murtz5253/covid19-vis/master/images/x-shelter.png,before,less_steep_4,16499.0
341,New York,19818.174416042835,2020-03-23,13,5084.0,,after,less_steep_4,19818.0
342,New York,22859.086321030154,2020-03-24,14,4797.0,,after,less_steep_4,22859.0
343,New York,26008.73720174644,2020-03-25,15,5160.0,,after,less_steep_4,26009.0
344,New York,30346.850416767866,2020-03-26,16,7036.0,,after,less_steep_4,30347.0
345,New York,32801.850177584725,2020-03-27,17,6999.0,,after,less_steep_4,32802.0
