,Province_State,Confirmed,Date,Day,New_Cases,image_url,color,Type,confirmed_regular_notation
65,New York,343051.0,2020-05-14,65,2390.0,,after,actual,343051.0
66,New York,345813.0,2020-05-15,66,2762.0,,after,actual,345813.0
67,New York,348232.0,2020-05-16,67,2419.0,,after,actual,348232.0
68,New York,350121.0,2020-05-17,68,1889.0,,after,actual,350121.0
69,New York,351371.0,2020-05-18,69,1250.0,,after,actual,351371.0
70,New York,352845.0,2020-05-19,70,1474.0,,after,actual,352845.0
71,New York,354370.0,2020-05-20,71,1525.0,,after,actual,354370.0
72,New York,356458.0,2020-05-21,72,2088.0,,after,actual,356458.0
73,New York,358154.0,2020-05-22,73,1696.0,,after,actual,358154.0
74,New York,359926.0,2020-05-23,74,1772.0,,after,actual,359926.0
75,New York,361515.0,2020-05-24,75,1589.0,,after,actual,361515.0
76,New York,362764.0,2020-05-25,76,1249.0,,after,actual,362764.0
77,New York,363836.0,2020-05-26,77,1072.0,,after,actual,363836.0
78,New York,364965.0,2020-05-27,78,1129.0,,after,actual,364965.0
79,New York,366733.0,2020-05-28,79,1768.0,,after,actual,366733.0
80,New York,368284.0,2020-05-29,80,1551.0,,after,actual,368284.0
81,New York,369660.0,2020-05-30,81,1376.0,,after,actual,369660.0
82,New York,173.0,2020-03-10,0,0.0,,before,less_steep_1,173.0
83,New York,220.0,2020-03-11,1,47.0,,before,less_steep_1,220.0
84,New York,328.0,2020-03-12,2,108.0,,before,less_steep_1,328.0
85,New York,421.0,2020-03-13,3,93.0,,before,less_steep_1,421.0
86,New York,525.0,2020-03-14,4,104.0,,before,less_steep_1,525.0
87,New York,732.0,2020-03-15,5,207.0,,before,less_steep_1,732.0
88,New York,967.0,2020-03-16,6,235.0,,before,less_steep_1,967.0
89,New York,1706.0,2020-03-17,7,739.0,,before,less_steep_1,1706.0
90,New York,2495.0,2020-03-18,8,789.0,,before,less_steep_1,2495.0
91,New York,5365.0,2020-03-19,9,2870.0,,before,less_steep_1,5365.0
92,New York,8310.0,2020-03-20,10,2945.0,,before,less_steep_1,8310.0
93,New York,11710.0,2020-03-21,11,3400.0,,before,less_steep_1,11710.0
94,New York,15324.94109223803,2020-03-22,12,4090.0,https://raw.githubusercontent.com/Murtz5253/covid19-vis/master/images/x-shelter.png,before,less_steep_1,15325.0
95,New York,17045.642938875786,2020-03-23,13,5084.0,,after,less_steep_1,17046.0
96,New York,18230.15092677862,2020-03-24,14,4797.0,,after,less_steep_1,18230.0
97,New York,20825.443454334305,2020-03-25,15,5160.0,,after,less_steep_1,20825.0
98,New York,22016.275322442532,2020-03-26,16,7036.0,,after,less_steep_1,22016.0
99,New York,24401.91464414642,2020-03-27,17,6999.0,,after,less_steep_1,24402.0
100,New York,24905.15025722161,2020-03-28,18,7534.0,,after,less_steep_1,24905.0
101,New York,26220.357323221833,2020-03-29,19,7238.0,,after,less_steep_1,26220.0
102,New York,28517.04726293698,2020-03-30,20,7015.0,,after,less_steep_1,28517.0
103,New York,29513.167977079836,2020-03-31,21,9170.0,,after,less_steep_1,29513.0
104,New York,31231.366833957618,2020-04-01,22,8115.0,,after,less_steep_1,31231.0
105,New York,33273.16741032915,2020-04-02,23,8558.0,,after,less_steep_1,33273.0
106,New York,34628.82297646206,2020-04-03,24,10481.0,,after,less_steep_1,34629.0
107,New York,35661.428440960764,2020-04-04,25,10846.0,,after,less_steep_1,35661.0
108,New York,36305.421726715904,2020-04-05,26,9327.0,,after,less_steep_1,36305.0
109,New York,38093.39634969527,2020-04-06,27,8655.0,,after,less_steep_1,38093.0
110,New York,40420.73158159621,2020-04-07,28,8060.0,,after,less_steep_1,40421.0
111,New York,41073.434260187496,2020-04-08,29,11186.0,,after,less_steep_1,41073.0
112,New York,42379.8724982973,2020-04-09,30,10718.0,,after,less_steep_1,42380.0
113,New York,44423.47090601655,2020-04-10,31,10569.0,,after,less_steep_1,44423.0
114,New York,46353.41482393933,2020-04-11,32,8678.0,,after,less_steep_1,46353.0
115,New York,47898.30781617944,2020-04-12,33,8007.0,,after,less_steep_1,47898.0
116,New York,49236.289605276106,2020-04-13,34,6716.0,,after,less_steep_1,49236.0
117,New York,51331.78614169792,2020-04-14,35,7271.0,,after,less_steep_1,51332.0
118,New York,51853.99086164226,2020-04-15,36,11434.0,,after,less_steep_1,51854.0
119,New York,53991.642311050804,2020-04-16,37,9237.0,,after,less_steep_1,53992.0
120,New York,55386.3503978008,2020-04-17,38,6906.0,,after,less_steep_1,55386.0
121,New York,58113.682535395106,2020-04-18,39,11115.0,,after,less_steep_1,58114.0
122,New York,58443.15513718622,2020-04-19,40,6103.0,,after,less_steep_1,58443.0
123,New York,60741.49844715646,2020-04-20,41,5245.0,,after,less_steep_1,60741.0
124,New York,61865.06938496496,2020-04-21,42,5301.0,,after,less_steep_1,61865.0
125,New York,63626.57269429369,2020-04-22,43,4931.0,,after,less_steep_1,63627.0
126,New York,64904.17918320245,2020-04-23,44,168.0,,after,less_steep_1,64904.0
127,New York,66255.32658600759,2020-04-24,45,8130.0,,after,less_steep_1,66255.0
128,New York,66666.7681289516,2020-04-25,46,10553.0,,after,less_steep_1,66667.0
129,New York,70071.36649255764,2020-04-26,47,5902.0,,after,less_steep_1,70071.0
130,New York,71525.27159279746,2020-04-27,48,3951.0,,after,less_steep_1,71525.0
131,New York,72367.65706245207,2020-04-28,49,3110.0,,after,less_steep_1,72368.0
132,New York,73903.96337299915,2020-04-29,50,4585.0,,after,less_steep_1,73904.0
133,New York,75001.98374425239,2020-04-30,51,4681.0,,after,less_steep_1,75002.0
134,New York,76946.32377050762,2020-05-01,52,3942.0,,after,less_steep_1,76946.0
135,New York,78004.49816391538,2020-05-02,53,4663.0,,after,less_steep_1,78004.0
136,New York,79619.01476821257,2020-05-03,54,3438.0,,after,less_steep_1,79619.0
137,New York,81518.91129788029,2020-05-04,55,2538.0,,after,less_steep_1,81519.0
138,New York,82655.75738364553,2020-05-05,56,2239.0,,after,less_steep_1,82656.0
139,New York,83920.76264730241,2020-05-06,57,2786.0,,after,less_steep_1,83921.0
140,New York,86176.82366928608,2020-05-07,58,3491.0,,after,less_steep_1,86177.0
141,New York,87905.99982216666,2020-05-08,59,2938.0,,after,less_steep_1,87906.0
142,New York,89360.91508513212,2020-05-09,60,2715.0,,after,less_steep_1,89361.0
143,New York,90864.476982275,2020-05-10,61,2273.0,,after,less_steep_1,90864.0
144,New York,91585.79108138205,2020-05-11,62,1660.0,,after,less_steep_1,91586.0
145,New York,93457.01776238595,2020-05-12,63,1430.0,,after,less_steep_1,93457.0
146,New York,95209.9185829258,2020-05-13,64,2176.0,,after,less_steep_1,95210.0
147,New York,97059.55083479904,2020-05-14,65,2390.0,,after,less_steep_1,97060.0
148,New York,97748.54407972515,2020-05-15,66,2762.0,,after,less_steep_1,97749.0
149,New York,99082.17444724847,2020-05-16,67,2419.0,,after,less_steep_1,99082.0
150,New York,100990.38153592359,2020-05-17,68,1889.0,,after,less_steep_1,100990.0
151,New York,102890.18623345789,2020-05-18,69,1250.0,,after,less_steep_1,102890.0
152,New York,104302.12727007012,2020-05-19,70,1474.0,,after,less_steep_1,104302.0
153,New York,105817.7589127302,2020-05-20,71,1525.0,,after,less_steep_1,105818.0
154,New York,107460.45227427172,2020-05-21,72,2088.0,,after,less_steep_1,107460.0
155,New York,109077.63843670985,2020-05-22,73,1696.0,,after,less_steep_1,109078.0
156,New York,110683.52406260684,2020-05-23,74,1772.0,,after,less_steep_1,110684.0
157,New York,111686.30707862064,2020-05-24,75,1589.0,,after,less_steep_1,111686.0
158,New York,113597.27674806262,2020-05-25,76,1249.0,,after,less_steep_1,113597.0
159,New York,114572.55429178219,2020-05-26,77,1072.0,,after,less_steep_1,114573.0
160,New York,116204.64286030145,2020-05-27,78,1129.0,,after,less_steep_1,116205.0
161,New York,117469.18117629868,2020-05-28,79,1768.0,,after,less_steep_1,117469.0
162,New York,120147.24183916184,2020-05-29,80,1551.0,,after,less_steep_1,120147.0
163,New York,122343.24572740466,2020-05-30,81,1376.0,,after,less_steep_1,122343.0
164,New York,173.0,2020-03-10,0,0.0,,before,less_steep_2,173.0
165,New York,220.0,2020-03-11,1,47.0,,before,less_steep_2,220.0
166,New York,328.0,2020-03-12,2,108.0,,before,less_steep_2,328.0
167,New York,421.0,2020-03-13,3,93.0,,before,less_steep_2,421.0
168,New York,525.0,2020-03-14,4,104.0,,before,less_steep_2,525.0
169,New York,732.0,2020-03-15,5,207.0,,before,less_steep_2,732.0
170,New York,967.0,2020-03-16,6,235.0,,before,less_steep_2,967.0
171,New York,1706.0,2020-03-17,7,739.0,,before,less_steep_2,1706.0
172,New York,2495.0,2020-03-18,8,789.0,,before,less_steep_2,2495.0
173,New York,5365.0,2020-03-19,9,2870.0,,before,less_steep_2,5365.0
174,New York,8310.0,2020-03-20,10,2945.0,,before,less_steep_2,8310.0
175,New York,11710.0,2020-03-21,11,3400.0,,before,less_steep_2,11710.0
176,New York,15066.767008754661,2020-03-22,12,4090.0,https://raw.githubusercontent.com/Murtz5253/covid19-vis/master/images/x-shelter.png,before,less_steep_2,15067.0
177,New York,18332.41482558635,2020-03-23,13,5084.0,,after,less_steep_2,18332.0
178,New York,20595.0741050634,2020-03-24,14,4797.0,,after,less_steep_2,20595.0
179,New York,23695.52524179334,2020-03-25,15,5160.0,,after,less_steep_2,23696.0
180,New York,26244.04303616007,2020-03-26,16,7036.0,,after,less_steep_2,26244.0
181,New York,29418.071761097966,2020-03-27,17,6999.0,,after,less_steep_2,29418.0
182,New York,31056.260959420262,2020-03-28,18,7534.0,,after,less_steep_2,31056.0
183,New York,33903.073017950934,2020-03-29,19,7238.0,,after,less_steep_2,33903.0
184,New York,35836.87563952704,2020-03-30,20,7015.0,,after,less_steep_2,35837.0
185,New York,38037.47230387733,2020-03-31,21,9170.0,,after,less_steep_2,38037.0
186,New York,41643.31198999303,2020-04-01,22,8115.0,,after,less_steep_2,41643.0
187,New York,43974.445425559374,2020-04-02,23,8558.0,,after,less_steep_2,43974.0
188,New York,46576.95729960858,2020-04-03,24,10481.0,,after,less_steep_2,46577.0
189,New York,48583.87393185602,2020-04-04,25,10846.0,,after,less_steep_2,48584.0
190,New York,51164.45684147737,2020-04-05,26,9327.0,,after,less_steep_2,51164.0
191,New York,54132.62150370551,2020-04-06,27,8655.0,,after,less_steep_2,54133.0
192,New York,57809.54183777029,2020-04-07,28,8060.0,,after,less_steep_2,57810.0
193,New York,58195.58981323597,2020-04-08,29,11186.0,,after,less_steep_2,58196.0
194,New York,61376.83477990874,2020-04-09,30,10718.0,,after,less_steep_2,61377.0
195,New York,64440.539712274076,2020-04-10,31,10569.0,,after,less_steep_2,64441.0
196,New York,66701.88686709893,2020-04-11,32,8678.0,,after,less_steep_2,66702.0
197,New York,68990.63651155199,2020-04-12,33,8007.0,,after,less_steep_2,68991.0
198,New York,71117.3219445019,2020-04-13,34,6716.0,,after,less_steep_2,71117.0
199,New York,74626.88800862108,2020-04-14,35,7271.0,,after,less_steep_2,74627.0
200,New York,77065.41355857404,2020-04-15,36,11434.0,,after,less_steep_2,77065.0
201,New York,80209.16038117556,2020-04-16,37,9237.0,,after,less_steep_2,80209.0
202,New York,81724.88384899012,2020-04-17,38,6906.0,,after,less_steep_2,81725.0
203,New York,84413.97608638254,2020-04-18,39,11115.0,,after,less_steep_2,84414.0
204,New York,86965.26536974627,2020-04-19,40,6103.0,,after,less_steep_2,86965.0
205,New York,89303.22559112828,2020-04-20,41,5245.0,,after,less_steep_2,89303.0
206,New York,92628.0582045335,2020-04-21,42,5301.0,,after,less_steep_2,92628.0
207,New York,95347.53342749586,2020-04-22,43,4931.0,,after,less_steep_2,95348.0
208,New York,96918.0811185175,2020-04-23,44,168.0,,after,less_steep_2,96918.0
209,New York,99599.33453936587,2020-04-24,45,8130.0,,after,less_steep_2,99599.0
210,New York,101396.6546152242,2020-04-25,46,10553.0,,after,less_steep_2,101397.0
211,New York,104945.904723622,2020-04-26,47,5902.0,,after,less_steep_2,104946.0
212,New York,106746.17636496495,2020-04-27,48,3951.0,,after,less_steep_2,106746.0
213,New York,109908.91749369782,2020-04-28,49,3110.0,,after,less_steep_2,109909.0
214,New York,112895.0914122529,2020-04-29,50,4585.0,,after,less_steep_2,112895.0
215,New York,115374.36024543204,2020-04-30,51,4681.0,,after,less_steep_2,115374.0
216,New York,118869.87116540858,2020-05-01,52,3942.0,,after,less_steep_2,118870.0
217,New York,120560.44013144921,2020-05-02,53,4663.0,,after,less_steep_2,120560.0
218,New York,122268.0151970695,2020-05-03,54,3438.0,,after,less_steep_2,122268.0
219,New York,124356.2670610909,2020-05-04,55,2538.0,,after,less_steep_2,124356.0
220,New York,127126.44847135562,2020-05-05,56,2239.0,,after,less_steep_2,127126.0
221,New York,130031.464154843,2020-05-06,57,2786.0,,after,less_steep_2,130031.0
222,New York,132570.7324077895,2020-05-07,58,3491.0,,after,less_steep_2,132571.0
223,New York,136113.95841024522,2020-05-08,59,2938.0,,after,less_steep_2,136114.0
224,New York,137560.38228282245,2020-05-09,60,2715.0,,after,less_steep_2,137560.0
225,New York,140449.66067328997,2020-05-10,61,2273.0,,after,less_steep_2,140450.0
226,New York,143078.14653906104,2020-05-11,62,1660.0,,after,less_steep_2,143078.0
227,New York,145711.03339461263,2020-05-12,63,1430.0,,after,less_steep_2,145711.0
228,New York,148231.68533644328,2020-05-13,64,2176.0,,after,less_steep_2,148232.0
229,New York,151696.30878036557,2020-05-14,65,2390.0,,after,less_steep_2,151696.0
230,New York,154423.64686148902,2020-05-15,66,2762.0,,after,less_steep_2,154424.0
231,New York,156330.64832198442,2020-05-16,67,2419.0,,after,less_steep_2,156331.0
232,New York,157496.21563927806,2020-05-17,68,1889.0,,after,less_steep_2,157496.0
233,New York,160516.2882704559,2020-05-18,69,1250.0,,after,less_steep_2,160516.0
234,New York,163787.46284891572,2020-05-19,70,1474.0,,after,less_steep_2,163787.0
235,New York,165877.78848817735,2020-05-20,71,1525.0,,after,less_steep_2,165878.0
236,New York,168332.86723258643,2020-05-21,72,2088.0,,after,less_steep_2,168333.0
237,New York,171093.3914229951,2020-05-22,73,1696.0,,after,less_steep_2,171093.0
238,New York,173888.1656074678,2020-05-23,74,1772.0,,after,less_steep_2,173888.0
239,New York,176290.10867168682,2020-05-24,75,1589.0,,after,less_steep_2,176290.0
240,New York,178741.37553688852,2020-05-25,76,1249.0,,after,less_steep_2,178741.0
241,New York,180332.84546209584,2020-05-26,77,1072.0,,after,less_steep_2,180333.0
242,New York,184511.25801078364,2020-05-27,78,1129.0,,after,less_steep_2,184511.0
243,New York,185817.95989350165,2020-05-28,79,1768.0,,after,less_steep_2,185818.0
244,New York,189672.2852477106,2020-05-29,80,1551.0,,after,less_steep_2,189672.0
245,New York,190375.807236555,2020-05-30,81,1376.0,,after,less_steep_2,190376.0
246,New York,173.0,2020-03-10,0,0.0,,before,less_steep_3,173.0
247,New York,220.0,2020-03-11,1,47.0,,before,less_steep_3,220.0
248,New York,328.0,2020-03-12,2,108.0,,before,less_steep_3,328.0
249,New York,421.0,2020-03-13,3,93.0,,before,less_steep_3,421.0
250,New York,525.0,2020-03-14,4,104.0,,before,less_steep_3,525.0
251,New York,732.0,2020-03-15,5,207.0,,before,less_steep_3,732.0
252,New York,967.0,2020-03-16,6,235.0,,before,less_steep_3,967.0
253,New York,1706.0,2020-03-17,7,739.0,,before,less_steep_3,1706.0
254,New York,2495.0,2020-03-18,8,789.0,,before,less_steep_3,2495.0
255,New York,5365.0,2020-03-19,9,2870.0,,before,less_steep_3,5365.0
256,New York,8310.0,2020-03-20,10,2945.0,,before,less_steep_3,8310.0
257,New York,11710.0,2020-03-21,11,3400.0,,before,less_steep_3,11710.0
258,New York,16059.715344168986,2020-03-22,12,4090.0,https://raw.githubusercontent.com/Murtz5253/covid19-vis/master/images/x-shelter.png,before,less_steep_3,16060.0
259,New York,18898.408513157756,2020-03-23,13,5084.0,,after,less_steep_3,18898.0
260,New York,21367.973685420344,2020-03-24,14,4797.0,,after,less_steep_3,21368.0
261,New York,25322.627847843654,2020-03-25,15,5160.0,,after,less_steep_3,25323.0
262,New York,28279.774368554656,2020-03-26,16,7036.0,,after,less_steep_3,28280.0
263,New York,30863.321366506916,2020-03-27,17,6999.0,,after,less_steep_3,30863.0
264,New York,34003.966523768024,2020-03-28,18,7534.0,,after,less_steep_3,34004.0
265,New York,36834.72192609321,2020-03-29,19,7238.0,,after,less_steep_3,36835.0
266,New York,40595.43407833281,2020-03-30,20,7015.0,,after,less_steep_3,40595.0
267,New York,43096.19239946302,2020-03-31,21,9170.0,,after,less_steep_3,43096.0
268,New York,46572.346825962384,2020-04-01,22,8115.0,,after,less_steep_3,46572.0
269,New York,49501.78310370134,2020-04-02,23,8558.0,,after,less_steep_3,49502.0
270,New York,52845.575930441075,2020-04-03,24,10481.0,,after,less_steep_3,52846.0
271,New York,55739.702774263475,2020-04-04,25,10846.0,,after,less_steep_3,55740.0
272,New York,58186.00654835996,2020-04-05,26,9327.0,,after,less_steep_3,58186.0
273,New York,61881.66145525957,2020-04-06,27,8655.0,,after,less_steep_3,61882.0
274,New York,64787.886571063456,2020-04-07,28,8060.0,,after,less_steep_3,64788.0
275,New York,67637.16462906185,2020-04-08,29,11186.0,,after,less_steep_3,67637.0
276,New York,71683.76896610731,2020-04-09,30,10718.0,,after,less_steep_3,71684.0
277,New York,73864.71166869774,2020-04-10,31,10569.0,,after,less_steep_3,73865.0
278,New York,77206.13012597473,2020-04-11,32,8678.0,,after,less_steep_3,77206.0
279,New York,80165.6215942856,2020-04-12,33,8007.0,,after,less_steep_3,80166.0
280,New York,82899.18067190259,2020-04-13,34,6716.0,,after,less_steep_3,82899.0
281,New York,86413.34231889373,2020-04-14,35,7271.0,,after,less_steep_3,86413.0
282,New York,87902.64044883278,2020-04-15,36,11434.0,,after,less_steep_3,87903.0
283,New York,91849.42190091788,2020-04-16,37,9237.0,,after,less_steep_3,91849.0
284,New York,94520.6531629981,2020-04-17,38,6906.0,,after,less_steep_3,94521.0
285,New York,98176.72520808171,2020-04-18,39,11115.0,,after,less_steep_3,98177.0
286,New York,101043.4186927221,2020-04-19,40,6103.0,,after,less_steep_3,101043.0
287,New York,104164.8009491195,2020-04-20,41,5245.0,,after,less_steep_3,104165.0
288,New York,108089.45755420653,2020-04-21,42,5301.0,,after,less_steep_3,108089.0
289,New York,110791.71026463702,2020-04-22,43,4931.0,,after,less_steep_3,110792.0
290,New York,113085.6916998694,2020-04-23,44,168.0,,after,less_steep_3,113086.0
291,New York,116888.13911182464,2020-04-24,45,8130.0,,after,less_steep_3,116888.0
292,New York,119975.79801838883,2020-04-25,46,10553.0,,after,less_steep_3,119976.0
293,New York,122409.11473022978,2020-04-26,47,5902.0,,after,less_steep_3,122409.0
294,New York,125056.22264191732,2020-04-27,48,3951.0,,after,less_steep_3,125056.0
295,New York,129199.99061811398,2020-04-28,49,3110.0,,after,less_steep_3,129200.0
296,New York,131267.14317492672,2020-04-29,50,4585.0,,after,less_steep_3,131267.0
297,New York,135391.1342323725,2020-04-30,51,4681.0,,after,less_steep_3,135391.0
298,New York,137786.8224678231,2020-05-01,52,3942.0,,after,less_steep_3,137787.0
299,New York,140541.87696863012,2020-05-02,53,4663.0,,after,less_steep_3,140542.0
300,New York,143439.50342114808,2020-05-03,54,3438.0,,after,less_steep_3,143440.0
301,New York,146718.54884518235,2020-05-04,55,2538.0,,after,less_steep_3,146719.0
302,New York,149868.60258346156,2020-05-05,56,2239.0,,after,less_steep_3,149869.0
303,New York,152917.4928001792,2020-05-06,57,2786.0,,after,less_steep_3,152917.0
304,New York,156055.2188639173,2020-05-07,58,3491.0,,after,less_steep_3,156055.0
305,New York,160186.27631249875,2020-05-08,59,2938.0,,after,less_steep_3,160186.0
306,New York,162788.38863525668,2020-05-09,60,2715.0,,after,less_steep_3,162788.0
307,New York,164829.76985618004,2020-05-10,61,2273.0,,after,less_steep_3,164830.0
308,New York,168154.55539414837,2020-05-11,62,1660.0,,after,less_steep_3,168155.0
309,New York,171921.68233428002,2020-05-12,63,1430.0,,after,less_steep_3,171922.0
310,New York,174986.25390482115,2020-05-13,64,2176.0,,after,less_steep_3,174986.0
311,New York,177100.40332894566,2020-05-14,65,2390.0,,after,less_steep_3,177100.0
312,New York,180596.34713184633,2020-05-15,66,2762.0,,after,less_steep_3,180596.0
313,New York,183797.51118480248,2020-05-16,67,2419.0,,after,less_steep_3,183798.0
314,New York,186730.20025673226,2020-05-17,68,1889.0,,after,less_steep_3,186730.0
315,New York,189426.53338758834,2020-05-18,69,1250.0,,after,less_steep_3,189427.0
316,New York,193263.276672733,2020-05-19,70,1474.0,,after,less_steep_3,193263.0
317,New York,196541.7584676691,2020-05-20,71,1525.0,,after,less_steep_3,196542.0
318,New York,199250.05508657455,2020-05-21,72,2088.0,,after,less_steep_3,199250.0
319,New York,201387.11914264178,2020-05-22,73,1696.0,,after,less_steep_3,201387.0
320,New York,206689.171913846,2020-05-23,74,1772.0,,after,less_steep_3,206689.0
321,New York,207522.45485248812,2020-05-24,75,1589.0,,after,less_steep_3,207522.0
322,New York,211398.2598622021,2020-05-25,76,1249.0,,after,less_steep_3,211398.0
323,New York,214308.30891694003,2020-05-26,77,1072.0,,after,less_steep_3,214308.0
324,New York,216563.67355558684,2020-05-27,78,1129.0,,after,less_steep_3,216564.0
325,New York,220108.5495385357,2020-05-28,79,1768.0,,after,less_steep_3,220109.0
326,New York,223291.10078387888,2020-05-29,80,1551.0,,after,less_steep_3,223291.0
327,New York,227160.15581978965,2020-05-30,81,1376.0,,after,less_steep_3,227160.0
328,New York,173.0,2020-03-10,0,0.0,,before,less_steep_4,173.0
329,New York,220.0,2020-03-11,1,47.0,,before,less_steep_4,220.0
330,New York,328.0,2020-03-12,2,108.0,,before,less_steep_4,328.0
331,New York,421.0,2020-03-13,3,93.0,,before,less_steep_4,421.0
332,New York,525.0,2020-03-14,4,104.0,,before,less_steep_4,525.0
333,New York,732.0,2020-03-15,5,207.0,,before,less_steep_4,732.0
334,New York,967.0,2020-03-16,6,235.0,,before,less_steep_4,967.0
335,New York,1706.0,2020-03-17,7,739.0,,before,less_steep_4,1706.0
336,New York,2495.0,2020-03-18,8,789.0,,before,less_steep_4,2495.0
337,New York,5365.0,2020-03-19,9,2870.0,,before,less_steep_4,5365.0
338,New York,8310.0,2020-03-20,10,2945.0,,before,less_steep_4,8310.0
339,New York,11710.0,2020-03-21,11,3400.0,,before,less_steep_4,11710.0
340,New York,15198.51476656625,2020-03-22,12,4090.0,https://raw.githubusercontent.com/Murtz5253/covid19-vis/master/images/x-shelter.png,before,less_steep_4,15199.0
341,New York,18315.94855206448,2020-03-23,13,5084.0,,after,less_steep_4,18316.0
342,New York,21196.75968045735,2020-03-24,14,4797.0,,after,less_steep_4,21197.0
343,New York,25373.877932354975,2020-03-25,15,5160.0,,after,less_steep_4,25374.0
344,New York,27630.929580520387,2020-03-26,16,7036.0,,after,less_steep_4,27631.0
345,New York,31270.542034819216,2020-03-27,17,6999.0,,after,less_steep_4,31271.0
